Using report1.sqlite for SQL queries.
Running [/nfs/c3po/software/spack/opt/spack/linux-ubuntu20.04-x86_64/gcc-9.3.0/cuda-11.6.0-bs5m5wvrn6c236edh2l3yr6bajgkhz72/nsight-systems-2021.5.2/target-linux-x64/reports/nvtxsum.py report1.sqlite]... 

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                         Range                                       
      0.0             6121          1        6121.0        6121.0        6121        6121          0.0  PushPop  TSL:XlaPassPipeline:#name=post-fusion-collectives optimization,module=jit_convert…
      0.0             6112          1        6112.0        6112.0        6112        6112          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_broadcast_in_dim,program_id=1…
      0.0             6111          1        6111.0        6111.0        6111        6111          0.0  PushPop  TSL:XlaPass:#name=gpu-convert-async-collectives-to-sync,module=jit__normal,progra…
      0.0             6101          1        6101.0        6101.0        6101        6101          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_convert_…
      0.0             6101          1        6101.0        6101.0        6101        6101          0.0  PushPop  TSL:XlaPassPipeline:#name=reshape_mover_after_conv_canonicalization,module=jit_ad…
      0.0             6092          2        3046.0        3046.0        2896        3196        212.1  PushPop  TSL:XlaPass:#name=float-normalization-f8e4m3fn,module=jit_less,program_id=27#     
      0.0             6091          1        6091.0        6091.0        6091        6091          0.0  PushPop  TSL:Thunk:#name=transpose[permutation=(0, 1, 2, 4, 3)],hlo_op=loop_transpose_fusi…
      0.0             6091          1        6091.0        6091.0        6091        6091          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_sqrt,program_id=32#           
      0.0             6082          1        6082.0        6082.0        6082        6082          0.0  PushPop  TSL:XlaPass:#name=hlo-verifier,module=jit_integer_pow,program_id=25#              
      0.0             6082          1        6082.0        6082.0        6082        6082          0.0  PushPop  TSL:XlaPassPipeline:#name=simplify_after_conv_canonicalization,module=jit_integer…
      0.0             6081          3        2027.0        1883.0        1593        2605        521.1  PushPop  TSL:XlaPass:#name=tuple-simplifier,module=jit_integer_pow,program_id=24#          
      0.0             6072          2        3036.0        3036.0        2515        3557        736.8  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit_broadcast_in_dim,program_id=…
      0.0             6072          1        6072.0        6072.0        6072        6072          0.0  PushPop  TSL:XlaPass:#name=sharding-remover,module=jit__threefry_split,program_id=2#       
      0.0             6072          1        6072.0        6072.0        6072        6072          0.0  PushPop  TSL:XlaPassPipeline:#name=nvptx post-layout_assignment part 2,module=jit_integer_…
      0.0             6072          1        6072.0        6072.0        6072        6072          0.0  PushPop  TSL:XlaPassPipeline:#name=post-scheduling-passes,module=jit__std,program_id=44#   
      0.0             6062          2        3031.0        3031.0        3026        3036          7.1  PushPop  TSL:Thunk:#name=complex,hlo_op=wrapped_transpose.25#                              
      0.0             6061          1        6061.0        6061.0        6061        6061          0.0  PushPop  TSL:XlaPass:#name=triangular-solve-rewriter,module=jit__normal,program_id=6#      
      0.0             6052          1        6052.0        6052.0        6052        6052          0.0  PushPop  TSL:XlaPass:#name=cudnn_vectorize_convolutions,module=jit_multiply,program_id=16# 
      0.0             6051          2        3025.5        3025.5        2474        3577        779.9  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit_convert_element_type,program…
      0.0             6042          1        6042.0        6042.0        6042        6042          0.0  PushPop  TSL:XlaCompileCudnnFusion:#module=jit_tree_bias_correction,program_id=30#         
      0.0             6042          1        6042.0        6042.0        6042        6042          0.0  PushPop  TSL:XlaPass:#name=all-gather-combiner,module=jit_convert_element_type,program_id=…
      0.0             6042          1        6042.0        6042.0        6042        6042          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_integer_pow,program_id=15#    
      0.0             6041          1        6041.0        6041.0        6041        6041          0.0  PushPop  TSL:Thunk:#name=,hlo_op=loop_transpose_fusion.32#                                 
      0.0             6041          3        2013.7        1623.0        1583        2835        711.6  PushPop  TSL:XlaPass:#name=tuple-simplifier,module=jit_add,program_id=17#                  
      0.0             6032          1        6032.0        6032.0        6032        6032          0.0  PushPop  TSL:XlaPass:#name=gpu_horizontal_input_fusion,module=jit__normal,program_id=4#    
      0.0             6022          3        2007.3        1734.0         791        3497       1373.6  PushPop  TSL:XlaPass:#name=cublas-pad-for-gemms,module=jit_integer_pow,program_id=24#      
      0.0             6022          1        6022.0        6022.0        6022        6022          0.0  PushPop  TSL:XlaPass:#name=optimize_input_output_buffer_alias,module=jit_multiply,program_…
      0.0             6011          1        6011.0        6011.0        6011        6011          0.0  PushPop  TSL:Thunk:#name=transpose[permutation=(0, 1, 2, 4, 3)],hlo_op=loop_transpose_fusi…
      0.0             6011          1        6011.0        6011.0        6011        6011          0.0  PushPop  TSL:XlaPassPipeline:#name=simplification-2,module=jit_integer_pow,program_id=18#  
      0.0             6002          1        6002.0        6002.0        6002        6002          0.0  PushPop  TSL:XlaPass:#name=dynamic-dimension-simplifier,module=jit_tree_bias_correction,pr…
      0.0             6002          2        3001.0        3001.0        2225        3777       1097.4  PushPop  TSL:XlaPass:#name=gpu_horizontal_loop_fusion,module=jit_multiply,program_id=19#   
      0.0             6001          1        6001.0        6001.0        6001        6001          0.0  PushPop  TSL:XlaPass:#name=algorithm-checker,module=jit__threefry_seed,program_id=1#       
      0.0             6001          1        6001.0        6001.0        6001        6001          0.0  PushPop  TSL:XlaPass:#name=convert-memory-placement-to-internal-annotations,module=jit_con…
      0.0             5991          2        2995.5        2995.5        2765        3226        326.0  PushPop  TSL:XlaPass:#name=float-normalization-f8e4m3fn,module=jit__where,program_id=29#   
      0.0             5991          3        1997.0        1833.0        1473        2685        622.4  PushPop  TSL:XlaPass:#name=zero_sized_hlo_elimination,module=jit_integer_pow,program_id=25#
      0.0             5991          1        5991.0        5991.0        5991        5991          0.0  PushPop  TSL:XlaPassPipeline:#name=reshape_mover_after_conv_canonicalization,module=jit_in…
      0.0             5982          3        1994.0        1644.0        1583        2755        659.8  PushPop  TSL:XlaPass:#name=cublas-gemm-rewriter,module=jit_broadcast_in_dim,program_id=10# 
      0.0             5981          1        5981.0        5981.0        5981        5981          0.0  PushPop  TSL:Thunk:#name=,hlo_op=loop_transpose_fusion.90#                                 
      0.0             5981          1        5981.0        5981.0        5981        5981          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_integer_pow,program_id=21#    
      0.0             5971          1        5971.0        5971.0        5971        5971          0.0  PushPop  TSL:XlaPass:#name=convert-memory-placement-to-internal-annotations,module=jit_con…
      0.0             5962          1        5962.0        5962.0        5962        5962          0.0  PushPop  TSL:XlaPassPipeline:#name=post-scheduling-passes,module=jit_convert_element_type,…
      0.0             5951          1        5951.0        5951.0        5951        5951          0.0  PushPop  TSL:XlaPassPipeline:#name=p2p-schedule-preparation,module=jit_sqrt,program_id=32# 
      0.0             5942          1        5942.0        5942.0        5942        5942          0.0  PushPop  TSL:XlaPass:#name=gpu_horizontal_input_fusion,module=jit__normal,program_id=6#    
      0.0             5941          1        5941.0        5941.0        5941        5941          0.0  PushPop  TSL:XlaPassPipeline:#name=p2p-schedule-preparation,module=jit__unstack,program_id…
      0.0             5941          1        5941.0        5941.0        5941        5941          0.0  PushPop  TSL:XlaPassPipeline:#name=p2p-schedule-preparation,module=jit_add,program_id=31#  
      0.0             5931          1        5931.0        5931.0        5931        5931          0.0  PushPop  TSL:XlaPass:#name=cudnn_simplify_padding,module=jit_convert_element_type,program_…
      0.0             5922          1        5922.0        5922.0        5922        5922          0.0  PushPop  TSL:XlaPassPipeline:#name=post-scheduling-passes,module=jit_multiply,program_id=2…
      0.0             5921          2        2960.5        2960.5        2615        3306        488.6  PushPop  TSL:XlaPass:#name=sanitize-constant-names,module=jit_sqrt,program_id=35#          
      0.0             5921          1        5921.0        5921.0        5921        5921          0.0  PushPop  TSL:XlaPass:#name=scatter-slice-simplifier,module=jit_integer_pow,program_id=26#  
